Type,Distribution Channel,Invoice Number,Year,Month,Date,Representative ,Customer Category,Customer Activity,Customer,Product Group,Product,Customer Grade,Discounts and Promotions(IRR),Volume,Value(IRR)
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فوکوس پروکلين متوسط  چهارتايي,A,0,3,6708780
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فوکوس پروکلين متوسط دو تايي,A,0,3,5032170
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فوکوس پروکلين نرم  با محافظ,A,0,3,3355560
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فوکوس پروکلين نرم چهارتايي,A,0,3,6708780
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فوکوس پروکلين نرم دو تايي,A,0,3,5032170
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فيل گود اسمارت کلين متوسط,A,0,3,7016370
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فيل گود اسمارت کلين نرم,A,0,3,7016370
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک کول اند فرش متوسط با محافظ,A,0,3,7187790
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک کول اند فرش نرم با محافظ,A,0,3,7187790
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک کيد  پروکلين,A,0,3,6286110
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک کيد دو تايي,A,0,3,8169330
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک گام پروتکت متوسط با محافظ,A,0,3,8542710
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک گام پروتکت نرم با محافظ,A,0,3,8542710
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک نچرال کلين متوسط,A,0,3,9153240
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک نچرال کلين نرم,A,0,3,9153240
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک وي کر متوسط,A,0,3,3966090
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک وي کر نرم,A,0,3,3966090
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک يانگ(نوجوان),A,0,3,7016370
فروش,آنلاین,2020.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 150 ميل,A,0,1,1390091
فروش,آنلاین,2036.0,1404,خرداد,1404/03/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه امپريال مجستي 200 ميل,A,0,1,1840909
فروش,آنلاین,2270.0,1404,خرداد,1404/03/19,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,A,0,1,1840909
فروش,آنلاین,2036.0,1404,خرداد,1404/03/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,A,0,1,1840909
فروش,آنلاین,2036.0,1404,خرداد,1404/03/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,A,0,1,1840909
فروش,آنلاین,2022.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,A,0,1,1022727
فروش,آنلاین,2036.0,1404,خرداد,1404/03/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Bionamel-ToothPaste,بايونمل خمير دندان خردسال با طعم توت فرنگي 75 گرم,A,0,1,551455
فروش,آنلاین,2293.0,1404,خرداد,1404/03/20,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Bionamel-ToothPaste,بايونمل خمير دندان مناسب دندان هاي حساس 130 گرم,A,0,2,2426728
فروش,آنلاین,2024.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Bionamel-ToothPaste,بايونمل دهانشويه محافظت کننده کامل 500 ميل,A,0,1,992455
فروش,آنلاین,2022.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن پروفشنال کر,A,0,1,2790327
فروش,آنلاین,2730.0,1404,خرداد,1404/03/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن پروفشنال کر,A,0,1,2790327
فروش,آنلاین,2018.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,1,2790327
فروش,آنلاین,2019.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,1,2790327
فروش,آنلاین,2020.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,1,2790327
فروش,آنلاین,2023.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,1,2790327
فروش,آنلاین,2731.0,1404,خرداد,1404/03/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,1,2790327
فروش,آنلاین,2022.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,2,5580654
فروش,آنلاین,2270.0,1404,خرداد,1404/03/19,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,4,11161308
فروش,آنلاین,2730.0,1404,خرداد,1404/03/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,5,13951635
فروش,آنلاین,2036.0,1404,خرداد,1404/03/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا مسواک پرو سنسيتيو بسيار نرم,A,0,1,2231918
فروش,آنلاین,2729.0,1404,خرداد,1404/03/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا مسواک پرو سنسيتيو بسيار نرم,A,0,1,2231918
فروش,آنلاین,2293.0,1404,خرداد,1404/03/20,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا مسواک کيد دو تايي,A,0,1,2988777
فروش,آنلاین,2021.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,ساتين تجارت الکترونيک پارسيان,Trisa-Toothbrush,تريزا مسواک وي کر نرم  دو تايي,A,0,1,2176077
فروش,آنلاین,1731.0,1404,خرداد,1404/03/03,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,0,1,1708364
فروش,آنلاین,2399.0,1404,خرداد,1404/03/21,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,0,2,3416728
فروش,آنلاین,2474.0,1404,خرداد,1404/03/27,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,0,3,5125092
فروش,آنلاین,1653.0,1404,خرداد,1404/03/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,B,0,7,11958548
فروش,آنلاین,1731.0,1404,خرداد,1404/03/03,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 150 ميل,B,0,1,1390091
فروش,آنلاین,1797.0,1404,خرداد,1404/03/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 150 ميل,B,0,1,1390091
فروش,آنلاین,2032.0,1404,خرداد,1404/03/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 150 ميل,B,0,1,1390091
فروش,آنلاین,1653.0,1404,خرداد,1404/03/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 150 ميل,B,0,2,2780182
فروش,آنلاین,2209.0,1404,خرداد,1404/03/17,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 150 ميل,B,0,2,2780182
فروش,آنلاین,1731.0,1404,خرداد,1404/03/03,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 150 ميل,B,0,1,1390091
فروش,آنلاین,1731.0,1404,خرداد,1404/03/03,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 200 ميل,B,0,1,1708364
